sku,store,name,brand,unit,pack_size,price,stock,description
abarrotes-0066,abarrotes,Aceite de Canola 5L Presentacion Compacta,McCormick,pieza,2.5,143.0,51,Aceite de canola puro bidon 5L. Grasa vegetal sin colesterol para salteados y plancha de cocina. Presentacion chica economica ideal para consumo medido.
abarrotes-0067,abarrotes,Aceite de Oliva Extra Virgen 5L Presentacion Compacta,San Antonio,pieza,2.5,632.5,58,Aceite de oliva virgen extra lata 5 litros. Oro liquido espanol para ensaladas pastas y vinagretas. Presentacion chica economica ideal para consumo medido.
abarrotes-0068,abarrotes,Harina de Trigo Extra Fina 44kg Presentacion Compacta,Knorr,costal,22.0,467.5,65,Harina de trigo de fuerza bulto o costal de 44kg. Harina panificable para masa de pizza y reposteria. Presentacion chica economica ideal para consumo medido.
abarrotes-0069,abarrotes,Harina de Maiz Nixtamalizado 20kg Presentacion Compacta,Great Value,costal,10.0,231.0,72,Harina de maiz nixtamalizada costal 20 kilos. Masa instantanea para tortillas sopes y gorditas. Presentacion chica economica ideal para consumo medido.
abarrotes-0070,abarrotes,Arroz Grano Largo Super Extra 25kg Presentacion Compacta,La Fina,costal,12.5,374.0,79,Arroz blanco super extra costal 25kg. Arroz que no se bate para guarnicion de arroz rojo o blanco. Presentacion chica economica ideal para consumo medido.
abarrotes-0071,abarrotes,Frijol Negro Jamapa 25kg Presentacion Compacta,La Costeña,costal,12.5,489.5,21,Frijol negro seleccionado costal 25 kilos. Legumbre para frijoles charros de la olla o refritos. Presentacion chica economica ideal para consumo medido.
abarrotes-0072,abarrotes,Frijol Pinto Saltillo 25kg Presentacion Compacta,McCormick,costal,12.5,462.0,28,Frijol pinto limpio bulto de 25kg. Frijol cremoso para molletes y frijoles con veneno. Presentacion chica economica ideal para consumo medido.
abarrotes-0073,abarrotes,Azucar Estandar Morena 50kg Presentacion Compacta,San Antonio,costal,25.0,742.5,35,Azucar estandar de cana bulto 50 kilogramos. Endulzante basico para aguas frescas cafe y postres. Presentacion chica economica ideal para consumo medido.
abarrotes-0074,abarrotes,Sal de Mar Grano Grueso 25kg Presentacion Compacta,Knorr,costal,12.5,126.5,42,Sal marina en grano costal 25kg. Sal pura para sazonar cortes de carne caldos y desinfectar verduras. Presentacion chica economica ideal para consumo medido.
abarrotes-0075,abarrotes,Sal Fina Yodada y Fluorurada 1kg Presentacion Compacta,Great Value,caja,10.0,154.0,49,Sal de mesa fina yodada paquete caja con 20 bolsas de 1kg. Salero de mesa para servicio a comensales. Presentacion chica economica ideal para consumo medido.
abarrotes-0076,abarrotes,Mayonesa con Jugo de Limon 3.8kg Presentacion Compacta,La Fina,pieza,1.9,187.0,56,Mayonesa tradicional bote institucional de 3.8 kilogramos. Aderezo cremoso para tortas hamburguesas y sandwiches. Presentacion chica economica ideal para consumo medido.
abarrotes-0077,abarrotes,Salsa Catsup Institucional 3.8kg Presentacion Compacta,La Costeña,pieza,1.9,115.5,63,Salsa de tomate catsup galon 3.8kg. Salsa dulce de jitomate para papas a la francesa y banderillas. Presentacion chica economica ideal para consumo medido.
abarrotes-0078,abarrotes,Mostaza Amarilla Clasica 3.8kg Presentacion Compacta,McCormick,pieza,1.9,123.75,70,Mostaza estilo americano tarro galon 3.8kg. Condimento amarillo para hot dogs hamburguesas y aderezos. Presentacion chica economica ideal para consumo medido.
abarrotes-0079,abarrotes,Chiles Jalapenos en Escabeche Rajitas 2.8kg Presentacion Compacta,San Antonio,pieza,1.4,90.75,77,Lata grande de rajas de chile verde jalapeno en escabeche con zanahorias. Chilitos para tortas y botana. Presentacion chica economica ideal para consumo medido.
abarrotes-0080,abarrotes,Chiles Chipotles Adobados 2.8kg Presentacion Compacta,Knorr,pieza,1.4,107.25,19,Lata institucional chipotle en adobo dulce 2.8kg. Chile ahumado para salsas mayonesa de chipotle y tinga. Presentacion chica economica ideal para consumo medido.
abarrotes-0081,abarrotes,Pure de Tomate Condimentado 3kg Presentacion Compacta,Great Value,pieza,1.5,77.0,26,Lata grande de pure de jitomate sazonado 3kg. Base espesa para pastas entomatadas y guisados caseros. Presentacion chica economica ideal para consumo medido.
abarrotes-0082,abarrotes,Tomate Triturado Estilo Italiano 2.5kg Presentacion Compacta,La Fina,pieza,1.25,132.0,1,Lata polpa de tomate triturado 2.5kg. Pulpa de pomodoro para salsa marinara y base de pizza artesanal. Presentacion chica economica ideal para consumo medido.
abarrotes-0083,abarrotes,Pasta Espagueti No. 5 5kg Presentacion Compacta,La Costeña,caja,2.5,115.5,40,Caja institucional de pasta spaghetti numero 5 de 5kg. Fideos de semola de trigo duro para cocina italiana. Presentacion chica economica ideal para consumo medido.
abarrotes-0084,abarrotes,Pasta Pluma Penne Rigate 5kg Presentacion Compacta,McCormick,caja,2.5,101.75,47,Pasta seca corta tipo pluma o penne paquete de 5kg. Pasta para alfredo boloñesa y ensaladas frias. Presentacion chica economica ideal para consumo medido.
abarrotes-0085,abarrotes,Cafe de Grano Tueste Medio 1kg Presentacion Compacta,San Antonio,kg,0.5,170.5,54,Cafe en grano entero de altura chiapas tueste medio 1kg. Cafe gourmet para maquina espresso de cafeteria. Presentacion chica economica ideal para consumo medido.
abarrotes-0086,abarrotes,Cafe Soluble Clasico 1kg Presentacion Compacta,Knorr,pieza,0.5,209.0,61,Cafe instantaneo soluble bote de 1 kilogramo. Cafe rapido para desayunos buffet y disolucion inmediata. Presentacion chica economica ideal para consumo medido.
abarrotes-0087,abarrotes,Levadura Seca Instantanea 500g Presentacion Compacta,Great Value,pieza,0.25,46.75,68,Levadura en polvo seca para panificacion paquete al vacio 500g. Levadura roja para masa fermentada y pizzas. Presentacion chica economica ideal para consumo medido.
abarrotes-0088,abarrotes,Oregano Seco Entero Molido 1kg Presentacion Compacta,La Fina,kg,0.5,96.25,75,Oregano seco mexicano aromático bolsa de 1kg. Hierba de olor para pozole salsas de pizza y caldos. Presentacion chica economica ideal para consumo medido.
abarrotes-0089,abarrotes,Pimienta Negra Molida Pura 1kg Presentacion Compacta,La Costeña,kg,0.5,176.0,17,Pimienta negra molida fina bolsa de 1 kilo. Especia para marinar cortes carnes y sazon general. Presentacion chica economica ideal para consumo medido.
abarrotes-0090,abarrotes,Ajo en Polvo Puro 1kg Presentacion Compacta,McCormick,kg,0.5,115.5,24,Ajo seco deshidratado pulverizado 1kg. Condimento en polvo para marinados rubs de bbq y empanizados. Presentacion chica economica ideal para consumo medido.
abarrotes-0091,abarrotes,Salsa Picante Botanera 3.8L Presentacion Compacta,San Antonio,pieza,1.9,74.25,31,Salsa picante liquida etiqueta amarilla galon 3.8L. Salsa de botella para botanas papas fritas y tacos. Presentacion chica economica ideal para consumo medido.
abarrotes-0092,abarrotes,Salsa Picante Habanera 1L Presentacion Compacta,Knorr,litro,0.5,79.75,38,Salsa extra picante de chile habanero verde botella de 1 litro. Picante bravo para cochinita y mariscos. Presentacion chica economica ideal para consumo medido.
abarrotes-0093,abarrotes,Vinagre Blanco Destilado 5L Presentacion Compacta,Great Value,pieza,2.5,52.25,45,Vinagre blanco de alcohol de cana garrafa 5 litros. Desinfectante y acido para encurtidos adobos y limpieza. Presentacion chica economica ideal para consumo medido.
abarrotes-0094,abarrotes,Consome de Pollo en Polvo 5kg Presentacion Compacta,La Fina,pieza,2.5,324.5,52,Sazonador y consome concentrado de pollo cubeta 5kg. Polvo amarillo de sabor para arroces sopas y caldos. Presentacion chica economica ideal para consumo medido.
abarrotes-0095,abarrotes,Tortillas de Harina Grandes Burrito Paquete 50 Presentacion Compacta,La Costeña,caja,25.0,132.0,59,Tortillas de harina de trigo gigantes para burritos y sincronizadas. Tortilla suave y flexible no se rompe. Presentacion chica economica ideal para consumo medido.
abarrotes-0096,abarrotes,Fritura Totopos de Maiz Frito 5kg Presentacion Compacta,McCormick,caja,2.5,143.0,66,Totopos crujientes de maiz fritos bolsa grande 5kg. Nachos chips para chilaquiles guacamole y frijoles con queso. Presentacion chica economica ideal para consumo medido.
abarrotes-0097,abarrotes,Aceite Vegetal Comestible 20L Seleccion Especial,San Antonio,pieza,20.0,975.0,73,Aceite vegetal puro comestible cubeta de 20 litros. Aceite para freidora de restaurante papas y milanesas. Calidad seleccionada grado restaurantero premium.
abarrotes-0098,abarrotes,Aceite de Canola 5L Seleccion Especial,Knorr,pieza,5.0,325.0,15,Aceite de canola puro bidon 5L. Grasa vegetal sin colesterol para salteados y plancha de cocina. Calidad seleccionada grado restaurantero premium.
abarrotes-0099,abarrotes,Aceite de Oliva Extra Virgen 5L Seleccion Especial,Great Value,pieza,5.0,1437.5,22,Aceite de oliva virgen extra lata 5 litros. Oro liquido espanol para ensaladas pastas y vinagretas. Calidad seleccionada grado restaurantero premium.
abarrotes-0100,abarrotes,Harina de Trigo Extra Fina 44kg Seleccion Especial,La Fina,costal,44.0,1062.5,29,Harina de trigo de fuerza bulto o costal de 44kg. Harina panificable para masa de pizza y reposteria. Calidad seleccionada grado restaurantero premium.
abarrotes-0101,abarrotes,Harina de Maiz Nixtamalizado 20kg Seleccion Especial,La Costeña,costal,20.0,525.0,36,Harina de maiz nixtamalizada costal 20 kilos. Masa instantanea para tortillas sopes y gorditas. Calidad seleccionada grado restaurantero premium.
abarrotes-0102,abarrotes,Arroz Grano Largo Super Extra 25kg Seleccion Especial,McCormick,costal,25.0,850.0,43,Arroz blanco super extra costal 25kg. Arroz que no se bate para guarnicion de arroz rojo o blanco. Calidad seleccionada grado restaurantero premium.
abarrotes-0103,abarrotes,Frijol Negro Jamapa 25kg Seleccion Especial,San Antonio,costal,25.0,1112.5,50,Frijol negro seleccionado costal 25 kilos. Legumbre para frijoles charros de la olla o refritos. Calidad seleccionada grado restaurantero premium.
abarrotes-0104,abarrotes,Frijol Pinto Saltillo 25kg Seleccion Especial,Knorr,costal,25.0,1050.0,57,Frijol pinto limpio bulto de 25kg. Frijol cremoso para molletes y frijoles con veneno. Calidad seleccionada grado restaurantero premium.
abarrotes-0105,abarrotes,Azucar Estandar Morena 50kg Seleccion Especial,Great Value,costal,50.0,1687.5,64,Azucar estandar de cana bulto 50 kilogramos. Endulzante basico para aguas frescas cafe y postres. Calidad seleccionada grado restaurantero premium.
abarrotes-0106,abarrotes,Sal de Mar Grano Grueso 25kg Seleccion Especial,La Fina,costal,25.0,287.5,71,Sal marina en grano costal 25kg. Sal pura para sazonar cortes de carne caldos y desinfectar verduras. Calidad seleccionada grado restaurantero premium.
abarrotes-0107,abarrotes,Sal Fina Yodada y Fluorurada 1kg Seleccion Especial,La Costeña,caja,20.0,350.0,78,Sal de mesa fina yodada paquete caja con 20 bolsas de 1kg. Salero de mesa para servicio a comensales. Calidad seleccionada grado restaurantero premium.
abarrotes-0108,abarrotes,Mayonesa con Jugo de Limon 3.8kg Seleccion Especial,McCormick,pieza,3.8,425.0,20,Mayonesa tradicional bote institucional de 3.8 kilogramos. Aderezo cremoso para tortas hamburguesas y sandwiches. Calidad seleccionada grado restaurantero premium.
abarrotes-0109,abarrotes,Salsa Catsup Institucional 3.8kg Seleccion Especial,San Antonio,pieza,3.8,262.5,1,Salsa de tomate catsup galon 3.8kg. Salsa dulce de jitomate para papas a la francesa y banderillas. Calidad seleccionada grado restaurantero premium.
abarrotes-0110,abarrotes,Mostaza Amarilla Clasica 3.8kg Seleccion Especial,Knorr,pieza,3.8,281.25,34,Mostaza estilo americano tarro galon 3.8kg. Condimento amarillo para hot dogs hamburguesas y aderezos. Calidad seleccionada grado restaurantero premium.
abarrotes-0111,abarrotes,Chiles Jalapenos en Escabeche Rajitas 2.8kg Seleccion Especial,Great Value,pieza,2.8,206.25,41,Lata grande de rajas de chile verde jalapeno en escabeche con zanahorias. Chilitos para tortas y botana. Calidad seleccionada grado restaurantero premium.
abarrotes-0112,abarrotes,Chiles Chipotles Adobados 2.8kg Seleccion Especial,La Fina,pieza,2.8,243.75,48,Lata institucional chipotle en adobo dulce 2.8kg. Chile ahumado para salsas mayonesa de chipotle y tinga. Calidad seleccionada grado restaurantero premium.
abarrotes-0113,abarrotes,Pure de Tomate Condimentado 3kg Seleccion Especial,La Costeña,pieza,3.0,175.0,55,Lata grande de pure de jitomate sazonado 3kg. Base espesa para pastas entomatadas y guisados caseros. Calidad seleccionada grado restaurantero premium.
abarrotes-0114,abarrotes,Tomate Triturado Estilo Italiano 2.5kg Seleccion Especial,McCormick,pieza,2.5,300.0,62,Lata polpa de tomate triturado 2.5kg. Pulpa de pomodoro para salsa marinara y base de pizza artesanal. Calidad seleccionada grado restaurantero premium.
abarrotes-0115,abarrotes,Pasta Espagueti No. 5 5kg Seleccion Especial,San Antonio,caja,5.0,262.5,69,Caja institucional de pasta spaghetti numero 5 de 5kg. Fideos de semola de trigo duro para cocina italiana. Calidad seleccionada grado restaurantero premium.
abarrotes-0116,abarrotes,Pasta Pluma Penne Rigate 5kg Seleccion Especial,Knorr,caja,5.0,231.25,76,Pasta seca corta tipo pluma o penne paquete de 5kg. Pasta para alfredo boloñesa y ensaladas frias. Calidad seleccionada grado restaurantero premium.
abarrotes-0117,abarrotes,Cafe de Grano Tueste Medio 1kg Seleccion Especial,Great Value,kg,1.0,387.5,18,Cafe en grano entero de altura chiapas tueste medio 1kg. Cafe gourmet para maquina espresso de cafeteria. Calidad seleccionada grado restaurantero premium.
abarrotes-0118,abarrotes,Cafe Soluble Clasico 1kg Seleccion Especial,La Fina,pieza,1.0,475.0,25,Cafe instantaneo soluble bote de 1 kilogramo. Cafe rapido para desayunos buffet y disolucion inmediata. Calidad seleccionada grado restaurantero premium.
abarrotes-0119,abarrotes,Levadura Seca Instantanea 500g Seleccion Especial,La Costeña,pieza,0.5,106.25,32,Levadura en polvo seca para panificacion paquete al vacio 500g. Levadura roja para masa fermentada y pizzas. Calidad seleccionada grado restaurantero premium.
abarrotes-0120,abarrotes,Oregano Seco Entero Molido 1kg Seleccion Especial,McCormick,kg,1.0,218.75,39,Oregano seco mexicano aromático bolsa de 1kg. Hierba de olor para pozole salsas de pizza y caldos. Calidad seleccionada grado restaurantero premium.
abarrotes-0121,abarrotes,Pimienta Negra Molida Pura 1kg Seleccion Especial,San Antonio,kg,1.0,400.0,46,Pimienta negra molida fina bolsa de 1 kilo. Especia para marinar cortes carnes y sazon general. Calidad seleccionada grado restaurantero premium.
abarrotes-0122,abarrotes,Ajo en Polvo Puro 1kg Seleccion Especial,Knorr,kg,1.0,262.5,53,Ajo seco deshidratado pulverizado 1kg. Condimento en polvo para marinados rubs de bbq y empanizados. Calidad seleccionada grado restaurantero premium.
abarrotes-0123,abarrotes,Salsa Picante Botanera 3.8L Seleccion Especial,Great Value,pieza,3.8,168.75,60,Salsa picante liquida etiqueta amarilla galon 3.8L. Salsa de botella para botanas papas fritas y tacos. Calidad seleccionada grado restaurantero premium.
abarrotes-0124,abarrotes,Salsa Picante Habanera 1L Seleccion Especial,La Fina,litro,1.0,181.25,67,Salsa extra picante de chile habanero verde botella de 1 litro. Picante bravo para cochinita y mariscos. Calidad seleccionada grado restaurantero premium.
abarrotes-0125,abarrotes,Vinagre Blanco Destilado 5L Seleccion Especial,La Costeña,pieza,5.0,118.75,74,Vinagre blanco de alcohol de cana garrafa 5 litros. Desinfectante y acido para encurtidos adobos y limpieza. Calidad seleccionada grado restaurantero premium.
abarrotes-0126,abarrotes,Consome de Pollo en Polvo 5kg Seleccion Especial,McCormick,pieza,5.0,737.5,16,Sazonador y consome concentrado de pollo cubeta 5kg. Polvo amarillo de sabor para arroces sopas y caldos. Calidad seleccionada grado restaurantero premium.
abarrotes-0127,abarrotes,Tortillas de Harina Grandes Burrito Paquete 50 Seleccion Especial,San Antonio,caja,50.0,300.0,23,Tortillas de harina de trigo gigantes para burritos y sincronizadas. Tortilla suave y flexible no se rompe. Calidad seleccionada grado restaurantero premium.
abarrotes-0128,abarrotes,Fritura Totopos de Maiz Frito 5kg Seleccion Especial,Knorr,caja,5.0,325.0,30,Totopos crujientes de maiz fritos bolsa grande 5kg. Nachos chips para chilaquiles guacamole y frijoles con queso. Calidad seleccionada grado restaurantero premium.
abarrotes-0129,abarrotes,Aceite Vegetal Comestible 20L Empaque Economico,Great Value,pieza,20.0,663.0,37,Aceite vegetal puro comestible cubeta de 20 litros. Aceite para freidora de restaurante papas y milanesas. Version economica competitiva para optimizacion de costos.
abarrotes-0130,abarrotes,Aceite de Canola 5L Empaque Economico,La Fina,pieza,5.0,221.0,44,Aceite de canola puro bidon 5L. Grasa vegetal sin colesterol para salteados y plancha de cocina. Version economica competitiva para optimizacion de costos.
abarrotes-0131,abarrotes,Aceite de Oliva Extra Virgen 5L Empaque Economico,La Costeña,pieza,5.0,977.5,51,Aceite de oliva virgen extra lata 5 litros. Oro liquido espanol para ensaladas pastas y vinagretas. Version economica competitiva para optimizacion de costos.
abarrotes-0132,abarrotes,Harina de Trigo Extra Fina 44kg Empaque Economico,McCormick,costal,44.0,722.5,58,Harina de trigo de fuerza bulto o costal de 44kg. Harina panificable para masa de pizza y reposteria. Version economica competitiva para optimizacion de costos.
abarrotes-0133,abarrotes,Harina de Maiz Nixtamalizado 20kg Empaque Economico,San Antonio,costal,20.0,357.0,65,Harina de maiz nixtamalizada costal 20 kilos. Masa instantanea para tortillas sopes y gorditas. Version economica competitiva para optimizacion de costos.
abarrotes-0134,abarrotes,Arroz Grano Largo Super Extra 25kg Empaque Economico,Knorr,costal,25.0,578.0,72,Arroz blanco super extra costal 25kg. Arroz que no se bate para guarnicion de arroz rojo o blanco. Version economica competitiva para optimizacion de costos.
abarrotes-0135,abarrotes,Frijol Negro Jamapa 25kg Empaque Economico,Great Value,costal,25.0,756.5,79,Frijol negro seleccionado costal 25 kilos. Legumbre para frijoles charros de la olla o refritos. Version economica competitiva para optimizacion de costos.
abarrotes-0136,abarrotes,Frijol Pinto Saltillo 25kg Empaque Economico,La Fina,costal,25.0,714.0,1,Frijol pinto limpio bulto de 25kg. Frijol cremoso para molletes y frijoles con veneno. Version economica competitiva para optimizacion de costos.
abarrotes-0137,abarrotes,Azucar Estandar Morena 50kg Empaque Economico,La Costeña,costal,50.0,1147.5,28,Azucar estandar de cana bulto 50 kilogramos. Endulzante basico para aguas frescas cafe y postres. Version economica competitiva para optimizacion de costos.
abarrotes-0138,abarrotes,Sal de Mar Grano Grueso 25kg Empaque Economico,McCormick,costal,25.0,195.5,35,Sal marina en grano costal 25kg. Sal pura para sazonar cortes de carne caldos y desinfectar verduras. Version economica competitiva para optimizacion de costos.
abarrotes-0139,abarrotes,Sal Fina Yodada y Fluorurada 1kg Empaque Economico,San Antonio,caja,20.0,238.0,42,Sal de mesa fina yodada paquete caja con 20 bolsas de 1kg. Salero de mesa para servicio a comensales. Version economica competitiva para optimizacion de costos.
abarrotes-0140,abarrotes,Mayonesa con Jugo de Limon 3.8kg Empaque Economico,Knorr,pieza,3.8,289.0,49,Mayonesa tradicional bote institucional de 3.8 kilogramos. Aderezo cremoso para tortas hamburguesas y sandwiches. Version economica competitiva para optimizacion de costos.
abarrotes-0141,abarrotes,Salsa Catsup Institucional 3.8kg Empaque Economico,Great Value,pieza,3.8,178.5,56,Salsa de tomate catsup galon 3.8kg. Salsa dulce de jitomate para papas a la francesa y banderillas. Version economica competitiva para optimizacion de costos.
abarrotes-0142,abarrotes,Mostaza Amarilla Clasica 3.8kg Empaque Economico,La Fina,pieza,3.8,191.25,63,Mostaza estilo americano tarro galon 3.8kg. Condimento amarillo para hot dogs hamburguesas y aderezos. Version economica competitiva para optimizacion de costos.
abarrotes-0143,abarrotes,Chiles Jalapenos en Escabeche Rajitas 2.8kg Empaque Economico,La Costeña,pieza,2.8,140.25,70,Lata grande de rajas de chile verde jalapeno en escabeche con zanahorias. Chilitos para tortas y botana. Version economica competitiva para optimizacion de costos.
abarrotes-0144,abarrotes,Chiles Chipotles Adobados 2.8kg Empaque Economico,McCormick,pieza,2.8,165.75,77,Lata institucional chipotle en adobo dulce 2.8kg. Chile ahumado para salsas mayonesa de chipotle y tinga. Version economica competitiva para optimizacion de costos.
abarrotes-0145,abarrotes,Pure de Tomate Condimentado 3kg Empaque Economico,San Antonio,pieza,3.0,119.0,19,Lata grande de pure de jitomate sazonado 3kg. Base espesa para pastas entomatadas y guisados caseros. Version economica competitiva para optimizacion de costos.
abarrotes-0146,abarrotes,Tomate Triturado Estilo Italiano 2.5kg Empaque Economico,Knorr,pieza,2.5,204.0,26,Lata polpa de tomate triturado 2.5kg. Pulpa de pomodoro para salsa marinara y base de pizza artesanal. Version economica competitiva para optimizacion de costos.
abarrotes-0147,abarrotes,Pasta Espagueti No. 5 5kg Empaque Economico,Great Value,caja,5.0,178.5,33,Caja institucional de pasta spaghetti numero 5 de 5kg. Fideos de semola de trigo duro para cocina italiana. Version economica competitiva para optimizacion de costos.
abarrotes-0148,abarrotes,Pasta Pluma Penne Rigate 5kg Empaque Economico,La Fina,caja,5.0,157.25,40,Pasta seca corta tipo pluma o penne paquete de 5kg. Pasta para alfredo boloñesa y ensaladas frias. Version economica competitiva para optimizacion de costos.
abarrotes-0149,abarrotes,Cafe de Grano Tueste Medio 1kg Empaque Economico,La Costeña,kg,1.0,263.5,47,Cafe en grano entero de altura chiapas tueste medio 1kg. Cafe gourmet para maquina espresso de cafeteria. Version economica competitiva para optimizacion de costos.
abarrotes-0150,abarrotes,Cafe Soluble Clasico 1kg Empaque Economico,McCormick,pieza,1.0,323.0,54,Cafe instantaneo soluble bote de 1 kilogramo. Cafe rapido para desayunos buffet y disolucion inmediata. Version economica competitiva para optimizacion de costos.
abarrotes-0151,abarrotes,Levadura Seca Instantanea 500g Empaque Economico,San Antonio,pieza,0.5,72.25,61,Levadura en polvo seca para panificacion paquete al vacio 500g. Levadura roja para masa fermentada y pizzas. Version economica competitiva para optimizacion de costos.
abarrotes-0152,abarrotes,Oregano Seco Entero Molido 1kg Empaque Economico,Knorr,kg,1.0,148.75,68,Oregano seco mexicano aromático bolsa de 1kg. Hierba de olor para pozole salsas de pizza y caldos. Version economica competitiva para optimizacion de costos.
abarrotes-0153,abarrotes,Pimienta Negra Molida Pura 1kg Empaque Economico,Great Value,kg,1.0,272.0,75,Pimienta negra molida fina bolsa de 1 kilo. Especia para marinar cortes carnes y sazon general. Version economica competitiva para optimizacion de costos.
abarrotes-0154,abarrotes,Ajo en Polvo Puro 1kg Empaque Economico,La Fina,kg,1.0,178.5,17,Ajo seco deshidratado pulverizado 1kg. Condimento en polvo para marinados rubs de bbq y empanizados. Version economica competitiva para optimizacion de costos.
abarrotes-0155,abarrotes,Salsa Picante Botanera 3.8L Empaque Economico,La Costeña,pieza,3.8,114.75,24,Salsa picante liquida etiqueta amarilla galon 3.8L. Salsa de botella para botanas papas fritas y tacos. Version economica competitiva para optimizacion de costos.
abarrotes-0156,abarrotes,Salsa Picante Habanera 1L Empaque Economico,McCormick,litro,1.0,123.25,31,Salsa extra picante de chile habanero verde botella de 1 litro. Picante bravo para cochinita y mariscos. Version economica competitiva para optimizacion de costos.
abarrotes-0157,abarrotes,Vinagre Blanco Destilado 5L Empaque Economico,San Antonio,pieza,5.0,80.75,38,Vinagre blanco de alcohol de cana garrafa 5 litros. Desinfectante y acido para encurtidos adobos y limpieza. Version economica competitiva para optimizacion de costos.
abarrotes-0158,abarrotes,Consome de Pollo en Polvo 5kg Empaque Economico,Knorr,pieza,5.0,501.5,45,Sazonador y consome concentrado de pollo cubeta 5kg. Polvo amarillo de sabor para arroces sopas y caldos. Version economica competitiva para optimizacion de costos.
abarrotes-0159,abarrotes,Tortillas de Harina Grandes Burrito Paquete 50 Empaque Economico,Great Value,caja,50.0,204.0,52,Tortillas de harina de trigo gigantes para burritos y sincronizadas. Tortilla suave y flexible no se rompe. Version economica competitiva para optimizacion de costos.
abarrotes-0160,abarrotes,Fritura Totopos de Maiz Frito 5kg Empaque Economico,La Fina,caja,5.0,221.0,59,Totopos crujientes de maiz fritos bolsa grande 5kg. Nachos chips para chilaquiles guacamole y frijoles con queso. Version economica competitiva para optimizacion de costos.
carnes_frias-0001,carnes_frias,Queso Tipo Americano Amarillo en Rebanadas 2.2kg,Kraft,pieza,2.2,285.0,35,Queso amarillo de hamburguesa en rebanadas individuales paquete 2.2kg. Queso fundible cheddar para burgers y sandwich.
carnes_frias-0002,carnes_frias,Queso Manchego Mexicano Barra 3kg,NocheBuena,pieza,3.0,580.0,25,Queso manchego pasteurizado en bloque o barra 3kg. Queso para gratinar quesadillas molletes y sincronizadas.
carnes_frias-0003,carnes_frias,Queso Mozzarella Rayado Especial Pizza 2kg,Sorrento,pieza,2.0,395.0,40,Queso mozzarella rallado bolsa 2 kilos. Queso hebra fundente con excelente estiramiento para pizza y lasana.
carnes_frias-0004,carnes_frias,Queso Oaxaca Hebra Fresco 3kg,Flor de Alfalfa,kg,3.0,520.0,2,Queso de hebra tipo oaxaca artesanal bola de 3 kilos. Quesillo fresco para fundir en tlayudas y costras de queso.
carnes_frias-0005,carnes_frias,Queso Panela Tradicional Canasta 2kg,Fud,pieza,2.0,310.0,28,Queso fresco de canasta panela barra 2kg. Queso blanco bajo en grasa para ensaladas nopales y asar a la plancha.
carnes_frias-0006,carnes_frias,Jamon de Pierna de Cerdo Extra 4kg,Zwan,pieza,4.0,640.0,25,Jamon de pierna horneado barra 4 kilos. Jamon rosa para rebanar en maquina para tortas y sandwiches.
carnes_frias-0007,carnes_frias,Jamon de Pavo Virginia 3kg,San Rafael,pieza,3.0,540.0,30,Jamon de pechuga de pavo virginia pieza de 3kg. Fiambre bajo en grasa embutido fino para desayunos buffet.
carnes_frias-0008,carnes_frias,Jamon Serrano Reserva Espanol Rebanado 500g,Campofrio,pieza,0.5,360.0,3,Jamon serrano curado madurado paquete de 500g rebanado fino. Tapa espanola charcuteria fina para tablas de quesos.
carnes_frias-0009,carnes_frias,Tocino Ahumado Rebanado Especial 1kg,Fud,kg,1.0,230.0,40,Tocino ahumado de panceta de cerdo rebanado 1 kilo. Tocineta crujiente para hamburguesas huevos con tocino y guisados.
carnes_frias-0010,carnes_frias,Tocino Grueso en Tiras Plancha 2kg,Bafar,kg,2.0,420.0,22,Tocino corte grueso ahumado paquete 2kg. Tiras de tocino resistentes para envolver camarones o asar a la parrilla.
carnes_frias-0011,carnes_frias,Salchicha de Pavo para Hot Dog 2kg,Fud,pieza,2.0,195.0,35,Salchichas de pavo para jocho paquete con 40 piezas 2kg. Embutido para hot dogs infantiles y salchipulpos.
carnes_frias-0012,carnes_frias,Salchicha para Asar con Queso 1kg,Chimex,kg,1.0,165.0,30,Salchichon polaco para asar relleno con queso fundido 1kg. Salchicha parrillera asada para botana de carnita asada.
carnes_frias-0013,carnes_frias,Chorizo Espanol Madurado Cantimpalo 1kg,Tangamanga,kg,1.0,380.0,18,Chorizo tipo cantimpalo seco rebanable paquete 1kg. Embutido curado con pimenton para pizzas y tapas.
carnes_frias-0014,carnes_frias,Chorizo Rojo Casero para Desmenuzar 2kg,San Manuel,kg,2.0,290.0,25,Chorizo rojo norteno molido en tripita 2 kilos. Embutido adobado para chori-queso huevos al gusto y tacos.
carnes_frias-0015,carnes_frias,Pepperoni Rebanado para Pizza 1kg,Hormel,kg,1.0,260.0,45,Pepperoni en rodajas listas para hornear bolsa de 1 kilo. Rebanadas especiadas clasicas para pizza americana.
carnes_frias-0016,carnes_frias,Salami de Genova Rebanado 500g,Tangamanga,pieza,0.5,190.0,20,Salami italiano estilo genova rebanado fino 500 gramos. Embutido curado con pimienta para baguette y pizzas.
carnes_frias-0017,carnes_frias,Crema de Vaca Entera Pasteurizada 4L,Lala,litro,4.0,290.0,30,Crema acida de leche pura de vaca cubeta 4 litros. Crema espesa para enchiladas chilaquiles tostadas y flautas.
